Month,Mid.Rate,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,Cocoa_Trend,logprice,Price_NY,log_return_rate,Is_Holiday,YEAR,MONTH_NUM
2007-07-01,0.9271304347826086,24.20130434782609,28.001304347826085,21.233478260869564,6.108260869565218,14.60304347826087,22.0,7.637529538537534,2075.478260869565,-0.07681398278126994,0,2007,7
2007-08-01,0.9295322580645161,23.88806451612903,27.884193548387096,20.709032258064518,4.120322580645161,14.388709677419355,19.0,7.521833670276503,1848.688387096774,-0.05540852653265708,0,2007,8
2007-09-01,0.9478166666666666,24.641333333333332,28.279,21.658666666666665,6.904333333333333,15.345333333333334,19.0,7.546736739969009,1895.7053333333336,0.08041660996587395,0,2007,9
2007-10-01,0.9416322580645161,24.535806451612903,28.07935483870968,21.614838709677418,3.926774193548387,17.090967741935486,20.0,7.536643058225257,1875.9664516129033,-0.024763372283059387,1,2007,10
2007-11-01,0.9523533333333333,25.208000000000002,29.45133333333333,21.593666666666664,2.1839999999999997,18.057000000000002,16.0,7.5750010858415076,1948.9673333333335,0.005379840387456608,1,2007,11
2007-12-01,0.9591967741935483,25.24741935483871,31.118709677419357,20.481290322580644,0.8290322580645161,16.531935483870967,19.0,7.637283496029756,2074.3654838709676,0.02515524895020395,1,2007,12
2008-01-01,0.9677516129032258,24.389032258064514,33.10645161290322,17.733870967741936,1.7103225806451612,19.35225806451613,22.0,7.685716016703189,2177.870322580645,0.14193442129105954,0,2008,1
2008-02-01,0.9715344827586206,27.22241379310345,34.458275862068966,21.669310344827586,0.3586206896551724,17.59,27.0,7.820485283214945,2494.154827586207,0.17472498647029755,0,2008,2
2008-03-01,0.9737064516129031,27.386129032258065,33.188709677419354,22.96483870967742,2.9480645161290324,18.855483870967742,25.0,7.864964077386674,2613.6451612903224,-0.17771027973192066,1,2008,3
2008-04-01,0.97878,27.459333333333333,33.30533333333333,23.098333333333336,2.6626666666666665,18.547,23.0,7.843865788949981,2556.3786666666665,0.1673955497241391,0,2008,4
